,fan_in,fan_out,loc,cyclomatic_complexity,num_parameters,cluster,pca1,pca2
Configuration.addFinalResource,7,1,3,1,1,0,-0.7354643646420966,-0.4041340330931073
Configuration.addFinalResource,7,1,3,1,1,0,-0.7354643646420966,-0.4041340330931073
Configuration.addFinalResource,7,1,3,1,1,0,-0.7354643646420966,-0.4041340330931073
Configuration.addResource,6,1,4,1,2,0,-0.529161495685974,-0.7176560715998093
Configuration.getObject,3,2,1,1,1,0,-0.7947509219427984,-0.4144290590277414
Configuration.setObject,0,2,3,1,2,0,-0.5531193941513184,-0.7451562269912968
Configuration.get,438,11,5,2,2,3,-0.41471842418100996,2.5560072115292507
Configuration.substituteVars,2,10,26,6,1,0,1.2176120841811469,-0.44067877276291495
Configuration.get,438,11,3,1,1,3,-0.8736476092114086,2.877446285895795
Configuration.set,169,22,4,1,2,0,-0.45353770164796,0.7587532566306958
Configuration.getOverlay,1,0,6,2,0,0,-0.5895963305802631,-0.178406514936615
Configuration.get,438,11,3,1,2,3,-0.7021804620098813,2.573832638749132
Configuration.getInt,46,2,10,3,2,0,0.10215792981286625,-0.4529920887672569
Configuration.setInt,20,2,3,1,2,0,-0.5629781357665607,-0.5992214650550027
Configuration.getLong,12,2,10,3,2,0,0.11891779055877832,-0.7010811840589567
Configuration.setLong,6,2,3,1,2,0,-0.556077016635891,-0.7013757984104086
Configuration.getFloat,0,2,10,3,2,0,0.12483303552792377,-0.7886420412207332
Configuration.getBoolean,18,2,8,3,2,0,0.04727459872653931,-0.6520774489516205
Configuration.setBoolean,14,2,3,1,2,0,-0.560020513281988,-0.643001893635891
Configuration.getStrings,15,7,4,1,1,0,-0.6605014942708635,-0.26636006202475426
Configuration.getClassByName,11,1,3,1,1,0,-0.7374361129651451,-0.37494708070584853
Configuration.getClass,54,6,10,3,2,0,0.12792348806243398,-0.33994370428803294
Configuration.getClass,54,6,10,4,3,2,0.5181671037451664,-0.6561594721281301
Configuration.setClass,16,3,5,2,3,2,-0.09464993868919727,-0.9361788718826304
Configuration.getLocalPath,13,8,20,5,2,2,0.9439692195222547,-0.6630935004241911
Configuration.getFile,14,22,13,4,2,2,0.5882820133782819,-0.4335523898249019
Configuration.getResource,7,1,3,1,1,0,-0.7354643646420966,-0.4041340330931073
Configuration.getConfResourceAsInputStream,0,3,16,3,1,0,0.16684986009331154,-0.4870296937272378
Configuration.getConfResourceAsReader,0,3,16,3,1,0,0.16684986009331154,-0.4870296937272378
Configuration.getProps,7,2,11,3,0,0,-0.18720903376663275,-0.1329492335129279
Configuration.entries,6,3,3,1,0,0,-0.8915840473150297,-0.08047988419090567
Configuration.loadResources,2,7,6,2,4,2,0.1477701672124977,-1.2898840259432172
Configuration.loadResource,1,21,79,24,3,4,7.400883237002889,-1.2701037813978007
Configuration.write,361,66,40,4,1,3,1.4998204891981055,2.932934015561183
Configuration.getClassLoader,4,0,3,1,0,0,-0.912879964325254,-0.13607922016306476
Configuration.setClassLoader,2,0,3,1,1,0,-0.7404269429622022,-0.45428634350335745
Configuration.toString,437,49,9,1,0,3,-0.5563290897803606,3.6775008325610097
Configuration.toString,437,49,9,3,2,3,0.22415814158510416,3.0450692968808157
Configuration.setQuietMode,1,0,3,1,1,0,-0.7399340058814401,-0.4615830816001721
Configuration.main,3,187,3,1,1,1,0.6479784363293593,2.1090423207884776
Configured.setConf,19,5,3,1,1,0,-0.7116705547155775,-0.26189869622662454
Configured.getConf,21,0,3,1,0,0,-0.92125989469821,-0.012034672517214837
Block.isBlockFilename,3,2,7,2,1,0,-0.36991774541859446,-0.44270109930051976
Block.getBlockId,9,0,3,1,0,0,-0.9153446497290646,-0.09959552967899131
Block.getBlockName,31,1,3,1,0,0,-0.918762001781915,0.07460132837710877
Block.getNumBytes,13,0,3,1,0,0,-0.9173163980521131,-0.07040857729173249
Block.setNumBytes,2,0,3,1,1,0,-0.7404269429622022,-0.45428634350335745
Block.toString,437,49,3,1,0,3,-0.7623857978233596,3.693170752140354
Block.write,361,66,4,1,1,3,-0.39284916450350305,3.0647598951175508
Block.readFields,59,31,7,2,1,0,-0.18213157394770424,0.36230621198022445
Block.compareTo,30,4,10,3,1,0,-0.0465676966486349,-0.23878901131727578
Block.equals,346,5,4,1,1,3,-0.8385181954509575,2.121523008168559
Block.hashCode,19,7,3,1,0,0,-0.8682831744692726,0.06905219077239184
BlockCommand.getBlocks,12,2,3,1,0,0,-0.9019689335235186,-0.050368075536193976
BlockCommand.getTargets,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
BlockCommand.write,361,66,14,4,1,3,0.6069080876784435,3.0008370004050082
BlockCommand.readFields,59,31,18,4,1,0,0.6331919944268705,0.3083737846978918
DFSAdmin.report,24,11,35,4,0,0,0.9142597100288575,0.0388310944576999
DFSAdmin.setSafeMode,5,8,27,6,2,2,1.4070886773663889,-0.7523510987347112
DFSAdmin.printUsage,19,9,13,3,1,0,0.09901928388082876,-0.2585449905410268
DFSAdmin.run,16,267,75,13,1,1,6.333749470483192,2.958125026867856
DFSAdmin.main,3,187,4,1,1,1,0.6823212210031925,2.1064306675252538
DFSClient.checkOpen,17,0,6,2,0,0,-0.5974833238724571,-0.061658705387579824
DFSClient.close,348,64,24,4,0,3,0.7704224418173229,3.1561392798084866
DFSClient.getDefaultBlockSize,11,3,3,1,0,0,-0.8940487327188403,-0.04399619370683215
DFSClient.getBlockSize,9,9,18,5,1,0,0.7132155150200257,-0.3697748792121621
DFSClient.getDefaultReplication,6,1,3,1,0,0,-0.906438574762862,-0.10781712404325881
DFSClient.getHints,2,3,3,1,3,2,-0.375210857387399,-1.0205077780181542
DFSClient.open,33,11,5,1,1,0,-0.6053225221550838,-0.08295594984060732
DFSClient.create,67,14,3,1,2,0,-0.49701901387538633,-0.09225133539059276
DFSClient.create,67,14,3,1,3,2,-0.32555186667385894,-0.39586498253725594
DFSClient.create,67,14,3,1,4,2,-0.15408471947233143,-0.6994786296839193
DFSClient.create,67,14,9,1,5,2,0.22343913577219499,-1.0187621964099267
DFSClient.setReplication,11,24,3,1,2,0,-0.39514190011354594,-0.3641824695504503
DFSClient.rename,14,16,4,1,2,0,-0.4216960364733285,-0.4542528679326429
DFSClient.delete,166,24,4,1,1,0,-0.6086715101593687,1.0678139293392679
DFSClient.exists,105,7,4,1,1,0,-0.7048658315394543,0.39034636668856904
DFSClient.isDirectory,57,6,4,1,1,0,-0.6886321153867887,0.026434318115286702
DFSClient.listPaths,27,17,4,1,1,0,-0.5921441020008472,-0.042113005601212006
DFSClient.totalRawCapacity,1,1,4,1,0,0,-0.8696311046852182,-0.1469124677905563
DFSClient.totalRawUsed,1,1,4,1,0,0,-0.8696311046852182,-0.1469124677905563
DFSClient.datanodeReport,3,6,3,1,0,0,-0.8678234449009948,-0.06136423870281997
DFSClient.setSafeMode,5,8,3,1,1,0,-0.6824876444131592,-0.3230471698035007
DFSClient.mkdirs,81,20,4,1,1,0,-0.5964809131902532,0.39291671140531165
DFSClient.lock,3,17,17,5,2,2,0.9127156098236219,-0.6052083422670768
DFSClient.release,4,9,13,4,1,0,0.32518980857346547,-0.3805981826866814
DFSClient.bestNode,2,16,23,8,2,2,1.7681673966670817,-0.6796499819497145
ClientFinalizer.addClient,0,1,3,1,1,0,-0.7320138050767618,-0.4552111997708102
ClientFinalizer.run,16,267,14,4,0,1,2.0983842418469973,3.5344686093120923
LeaseChecker.run,16,267,20,6,0,1,2.7419938868524056,3.4935944483458803
DFSInputStream.openInfo,1,7,25,6,0,0,0.9900132982147999,-0.18275607022837206
DFSInputStream.blockSeekTo,2,14,89,13,2,4,5.113819000098263,-0.9423669406420253
DFSInputStream.close,348,64,14,3,0,3,0.20821812659778632,3.1948579331341613
DFSInputStream.read,105,28,17,5,0,0,0.6012016341459087,0.8966410570892918
DFSInputStream.read,105,28,36,11,3,2,3.080774795440551,-0.13943402051255885
DFSInputStream.chooseDataNode,2,7,28,7,2,2,1.654259478039797,-0.80312370690799
DFSInputStream.fetchBlockByteRange,1,14,59,8,5,2,3.5045474961625875,-1.7191444188149378
DFSInputStream.read,105,28,38,9,4,2,2.883374575027335,-0.4230667327988022
DFSInputStream.seek,28,13,7,2,1,0,-0.3005412714745696,-0.1099278276922098
DFSInputStream.getPos,36,4,3,1,0,0,-0.8989448960139771,0.15209087863971205
DFSInputStream.available,3,2,6,2,0,0,-0.575727677293955,-0.13647579889063247
DFSInputStream.markSupported,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
DFSInputStream.mark,9,0,2,1,1,0,-0.7782202872013703,-0.40059752356243045
DFSInputStream.reset,80,7,3,1,0,0,-0.8983523363957618,0.5141532146780887
DFSOutputStream.newBackupFile,1,4,7,1,0,0,-0.7443209594919702,-0.11374156780169879
DFSOutputStream.nextBlockOutputStream,1,19,62,8,0,4,2.7873764327960306,-0.14056804324041114
DFSOutputStream.locateNewBlock,1,8,27,7,0,0,1.2849025997675874,-0.18691287752207755
DFSOutputStream.locateFollowingBlock,1,9,29,8,1,2,1.7512590485219022,-0.4946833319624464
DFSOutputStream.getPos,36,4,3,1,0,0,-0.8989448960139771,0.15209087863971205
DFSOutputStream.write,361,66,13,4,1,3,0.5725653030046103,3.003448653668232
DFSOutputStream.write,361,66,21,5,3,3,1.4090183432795353,2.36272601257568
DFSOutputStream.flush,47,19,14,4,0,0,0.24114178881216175,0.3708497486215559
DFSOutputStream.flushData,2,3,17,2,1,0,-0.0185696978755845,-0.4624457501033985
DFSOutputStream.endBlock,2,11,45,6,0,0,1.7060851095063656,-0.17301791769133215
DFSOutputStream.internalClose,1,9,25,3,0,0,0.3485384202190175,-0.11761246829571691
DFSOutputStream.handleSocketException,1,4,12,3,1,0,0.0364130480411329,-0.4556177226513503
DFSOutputStream.close,348,64,47,10,0,3,2.8729653002027153,3.0204585305937295
DFSFileInfo.getPath,48,2,3,1,0,0,-0.9197146684309548,0.21231449594913532
DFSFileInfo.getName,199,5,3,1,0,3,-0.9718663764542864,1.3551278083466851
DFSFileInfo.getParent,41,2,3,1,0,0,-0.91626410886562,0.16123732927143242
DFSFileInfo.getLen,4,0,3,1,0,0,-0.912879964325254,-0.13607922016306476
DFSFileInfo.getContentsLen,2,0,3,1,0,0,-0.9118940901637297,-0.1506726963566942
DFSFileInfo.isDir,13,3,3,1,0,0,-0.8950346068803645,-0.029402717513202708
DFSFileInfo.getReplication,14,3,3,1,0,0,-0.8955275439611267,-0.022105979416388016
DFSFileInfo.getBlockSize,9,9,3,1,0,0,-0.848499276213819,0.02342204965659796
DFSFileInfo.write,361,66,8,1,1,3,-0.25547802580817036,3.0543132820646544
DFSFileInfo.readFields,59,31,9,1,1,0,-0.3322224730812429,0.3696850261472103
DFSShell.init,12,44,4,1,0,0,-0.5556810724452064,0.5211023080999984
DFSShell.copyFromLocal,1,1,3,1,2,0,-0.5610395949559966,-0.7515281088206587
DFSShell.moveFromLocal,1,1,3,1,2,0,-0.5610395949559966,-0.7515281088206587
DFSShell.copyToLocal,1,3,11,4,2,2,0.38488661532611596,-0.7828904571544
DFSShell.copyMergeToLocal,3,4,3,1,2,0,-0.5397436779457724,-0.6959287728484995
DFSShell.copyMergeToLocal,3,4,12,3,3,2,0.3783614682826635,-1.0482515407510473
DFSShell.moveToLocal,1,1,3,1,2,0,-0.5610395949559966,-0.7515281088206587
DFSShell.cat,2,6,6,2,1,0,-0.3740585381160008,-0.3927117044294041
DFSShell.cat,2,6,12,2,1,0,-0.1680018300730018,-0.40838162400874845
DFSShell.setReplication,11,24,25,6,2,2,1.4542817051168084,-0.48464944480854955
DFSShell.setReplication,11,24,6,2,3,2,0.09813006959068599,-0.6882331971802197
DFSShell.setReplication,11,24,22,6,3,2,1.5227204982968363,-0.7804281321655405
DFSShell.setFileReplication,2,2,8,2,2,0,-0.16361487646247166,-0.7562231378072217
DFSShell.ls,7,7,7,2,2,0,-0.16328602792053462,-0.6487846944290412
DFSShell.ls,7,7,21,7,3,2,1.5828624471206818,-1.0519720907280112
DFSShell.du,2,4,12,3,1,0,0.03592011096037078,-0.4483209845545356
DFSShell.mkdir,2,1,6,2,1,0,-0.41119485673558165,-0.46105480406028704
DFSShell.rename,14,16,15,5,2,2,0.831180468863656,-0.5333895366018435
DFSShell.rename,14,16,51,7,2,2,2.50507365408406,-0.6526132954647775
DFSShell.copy,23,35,11,4,3,2,0.7831815859161941,-0.48858002853348914
DFSShell.copy,23,35,51,7,2,2,2.641755231111608,-0.32723887399609014
DFSShell.delete,166,24,6,2,2,0,-0.14974232512896998,0.7463748549727223
DFSShell.delete,166,24,12,4,2,2,0.4938673198764389,0.70550069400651
DFSShell.byteDesc,5,1,21,5,1,0,0.7587975075732443,-0.5161457507985058
DFSShell.limitDecimal,3,5,8,2,2,0,-0.1418260223714853,-0.7079205399318772
DFSShell.doall,7,10,52,12,4,4,3.93512005278881,-1.4585517327232604
DFSShell.printUsage,19,9,59,21,1,4,5.616763811538843,-0.6055192131311453
DFSShell.run,16,267,124,43,1,4,14.579839973937164,2.452090396166857
DFSShell.main,3,187,4,1,1,1,0.6823212210031925,2.1064306675252538
DFSck.getInfoServer,1,4,9,2,0,0,-0.45685892166309894,-0.13156699502158095
DFSck.run,16,267,42,11,1,1,4.762884639284287,3.0695138259411174
DFSck.main,3,187,4,1,1,1,0.6823212210031925,2.1064306675252538
DataNode.createSocketAddr,9,3,11,2,1,0,-0.2280769654839183,-0.3956986638463512
DataNode.getDataNode,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
DataNode.getNameNodeAddr,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
DataNode.getNamenode,0,0,4,1,0,0,-0.8765654313283723,-0.16787782581354774
DataNode.register,3,11,17,5,0,0,0.5252177330770701,-0.07999276753080979
DataNode.shutdown,49,14,12,3,0,0,-0.0844424417978146,0.3349255524041845
DataNode.handleDiskError,2,3,9,2,1,0,-0.29331197526624986,-0.4415525239976061
DataNode.offerService,3,38,130,16,0,4,7.013029675059208,-0.14468017589613444
DataNode.transferBlocks,1,4,16,4,2,2,0.5640278024191979,-0.7822801035443437
DataNode.run,16,267,28,6,0,1,3.016736164243071,3.4727012222400875
DataNode.run,16,267,12,2,1,1,1.7636128827384483,3.2612825100787455
DataNode.shutdownAll,0,5,8,3,0,0,-0.2645050370510489,-0.13518558062242894
DataNode.runAndWait,1,6,14,4,1,0,0.3387296133178365,-0.4461059100188793
DataNode.makeInstance,3,5,13,3,2,2,0.24866436947888543,-0.7335809269414315
DataNode.toString,437,49,8,1,0,3,-0.5906718744541938,3.6801124858242336
DataNode.main,3,187,9,2,1,1,1.0728116128535632,2.0807702805157
DataNodeMetrics.readBytes,2,1,4,1,1,0,-0.6986568945644529,-0.4432293768404049
DataNodeMetrics.wroteBytes,1,1,4,1,1,0,-0.6981639574836908,-0.45052611493721956
DataNodeMetrics.readBlocks,1,1,4,1,1,0,-0.6981639574836908,-0.45052611493721956
DataNodeMetrics.wroteBlocks,1,1,4,1,1,0,-0.6981639574836908,-0.45052611493721956
DataNodeMetrics.replicatedBlocks,1,1,4,1,1,0,-0.6981639574836908,-0.45052611493721956
DataNodeMetrics.removedBlocks,1,1,4,1,1,0,-0.6981639574836908,-0.45052611493721956
Count.incr,3,0,1,1,0,0,-0.9810725965921582,-0.13815265173343136
Count.decr,1,0,1,1,0,0,-0.9800867224306339,-0.15274612792706074
Count.toString,437,49,1,1,0,3,-0.8310713671710259,3.698394058666802
Count.getValue,32,1,1,1,0,0,-0.9879405082103434,0.08712137300037161
DataXceiveServer.run,16,267,18,4,0,1,2.23575538054233,3.524021996259196
DataXceiveServer.kill,8,11,7,2,0,0,-0.4770042045086869,0.02041381766580626
DataXceiver.run,16,267,31,8,0,1,3.557317455226981,3.4396620210635476
DataXceiver.readBlock,4,24,97,18,2,4,6.555730382972591,-0.8749910947595925
DataXceiver.writeBlock,6,38,234,31,1,4,14.036314644315171,-0.8870473585291653
DataTransfer.run,16,267,45,4,0,1,3.1630105667358253,3.4535073581521467
DataStorage.getVersion,6,1,3,1,0,0,-0.906438574762862,-0.10781712404325881
DataStorage.getStorageID,22,0,3,1,0,0,-0.921752831778972,-0.004737934420400144
DataStorage.getNumLocked,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
DataStorage.getLockedDirs,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
DataStorage.setStorageID,1,0,3,1,1,0,-0.7399340058814401,-0.4615830816001721
DataStorage.setVersion,0,0,3,1,1,0,-0.7394410688006781,-0.4688798196969869
DataStorage.lock,3,17,12,2,1,0,-0.08679486619068609,-0.25073006672399134
DataStorage.unlock,0,2,4,2,1,0,-0.4714672881978076,-0.4567563538012917
DataStorage.close,348,64,7,2,1,3,-0.07949068739872334,2.9221279795235007
DataStorage.closeAll,1,1,5,2,0,0,-0.6165118515301801,-0.16212624174721443
DataStorage.read,105,28,8,2,1,0,-0.19274568616067708,0.6543386513919471
DataStorage.write,361,66,7,2,1,3,-0.07104434200079857,3.044322814634445
DataStorage.writeAll,1,1,5,2,0,0,-0.6165118515301801,-0.16212624174721443
DatanodeDescriptor.updateBlocks,1,2,6,2,1,0,-0.40327465593090334,-0.45468292223092516
DatanodeDescriptor.addBlock,6,6,3,1,1,0,-0.6978351089417537,-0.34308767155903913
DatanodeDescriptor.resetBlocks,1,1,6,1,0,0,-0.8009455353375519,-0.1521357743170044
DatanodeDescriptor.numBlocks,4,1,3,1,0,0,-0.9054527006013378,-0.1224106002368882
DatanodeDescriptor.updateHeartbeat,1,1,6,1,3,2,-0.28654409373296963,-1.062976715756994
DatanodeDescriptor.getBlocks,12,2,3,1,0,0,-0.9019689335235186,-0.050368075536193976
DatanodeDescriptor.getBlockIterator,2,1,3,1,0,0,-0.9044668264398136,-0.13700407643051762
DatanodeID.getName,199,5,3,1,0,3,-0.9718663764542864,1.3551278083466851
DatanodeID.getStorageID,22,0,3,1,0,0,-0.921752831778972,-0.004737934420400144
DatanodeID.getInfoPort,3,0,3,1,0,0,-0.9123870272444918,-0.1433759582598795
DatanodeID.getHost,27,7,8,2,0,0,-0.4817362792649987,0.10176570853735518
DatanodeID.equals,346,5,4,2,1,3,-0.6197417269697525,2.1089208874751253
DatanodeID.hashCode,19,7,3,1,0,0,-0.8682831744692726,0.06905219077239184
DatanodeID.toString,437,49,3,1,0,3,-0.7623857978233596,3.693170752140354
DatanodeID.updateRegInfo,1,2,5,1,1,0,-0.6563939090859414,-0.4394691482742671
DatanodeID.compareTo,30,4,3,1,1,0,-0.724520126327877,-0.1953031970878394
DatanodeID.write,361,66,5,1,1,3,-0.3585063798296699,3.062148241854327
DatanodeID.readFields,59,31,9,1,1,0,-0.3322224730812429,0.3696850261472103
DatanodeInfo.getCapacity,20,2,1,1,0,0,-0.9745979995172819,0.013229135764771763
DatanodeInfo.getRemaining,13,2,1,1,0,0,-0.971147439951947,-0.03784803091293114
DatanodeInfo.getLastUpdate,5,0,1,1,0,0,-0.9820584707536824,-0.12355917553980199
DatanodeInfo.getXceiverCount,4,0,1,1,0,0,-0.9815655336729202,-0.1308559136366166
DatanodeInfo.getDatanodeReport,2,7,12,1,0,0,-0.5508181820318181,-0.07849723624247461
DatanodeInfo.write,361,66,7,1,1,3,-0.28982081048200353,3.0569249353278787
DatanodeInfo.readFields,59,31,7,1,1,0,-0.40090804242890926,0.3749083326736585
DatanodeRegistration.getVersion,6,1,3,1,0,0,-0.906438574762862,-0.10781712404325881
DatanodeRegistration.getRegistrationID,3,1,3,1,0,0,-0.9049597635205756,-0.12970733833370288
DatanodeRegistration.write,361,66,5,1,1,3,-0.3585063798296699,3.062148241854327
DatanodeRegistration.readFields,59,31,5,1,1,0,-0.4695936117765756,0.38013163920010656
DfsPath.isDirectory,57,6,3,1,0,0,-0.8944420472621493,0.33265961852517395
DfsPath.isFile,13,2,3,1,0,0,-0.9024618706042807,-0.043071337439379284
DfsPath.length,99,1,3,1,0,0,-0.9522817232737392,0.5707795189605085
DfsPath.getContentsLength,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
DfsPath.getReplication,14,3,3,1,0,0,-0.8955275439611267,-0.022105979416388016
DfsPath.getBlockSize,9,9,3,1,0,0,-0.848499276213819,0.02342204965659796
DistributedFileSystem.getName,199,5,1,1,0,3,-1.0405519458019528,1.3603511148731333
DistributedFileSystem.getWorkingDirectory,12,4,3,1,0,0,-0.8871144060756863,-0.023030835683840827
DistributedFileSystem.getDefaultBlockSize,11,3,3,1,0,0,-0.8940487327188403,-0.04399619370683215
DistributedFileSystem.getBlockSize,9,9,3,1,1,0,-0.6770321290122916,-0.2801915974900653
DistributedFileSystem.getDefaultReplication,6,1,3,1,0,0,-0.906438574762862,-0.10781712404325881
DistributedFileSystem.makeAbsolute,3,1,7,2,1,0,-0.3773450091425106,-0.45636971922669634
DistributedFileSystem.setWorkingDirectory,9,5,3,1,1,0,-0.7067411839079563,-0.3348660771947716
DistributedFileSystem.getPath,48,2,3,1,1,0,-0.7482475212294274,-0.09129915119752789
DistributedFileSystem.getFileCacheHints,3,3,3,1,3,2,-0.37570379446816105,-1.0132110399213394
DistributedFileSystem.openRaw,7,5,3,1,1,0,-0.705755309746432,-0.349459553388401
DistributedFileSystem.createRaw,5,10,3,1,4,2,-0.1532316753607446,-1.2065508713911373
DistributedFileSystem.createRaw,5,10,3,1,5,2,0.018235471840782762,-1.5101645185378003
DistributedFileSystem.setReplicationRaw,2,2,3,1,2,0,-0.5541052683128426,-0.7305627507976674
DistributedFileSystem.renameRaw,4,6,3,1,2,0,-0.5253820875787022,-0.6612947948993316
DistributedFileSystem.deleteRaw,3,5,3,1,1,0,-0.7037835614233835,-0.3786465057756598
DistributedFileSystem.exists,105,7,3,1,1,0,-0.7392086162132874,0.3929580199517931
DistributedFileSystem.isDirectory,57,6,6,2,1,0,-0.4011700775579174,0.008608890895404588
DistributedFileSystem.getLength,91,9,8,2,1,0,-0.3269625777844146,0.29248053943918606
DistributedFileSystem.getReplication,14,3,8,2,1,0,-0.33357000490922845,-0.35138001357260557
DistributedFileSystem.listPathsRaw,2,7,12,3,1,0,0.05820190213211929,-0.40731512477600584
DistributedFileSystem.mkdirs,81,20,3,1,1,0,-0.6308236978640863,0.3955283646685357
DistributedFileSystem.lock,3,17,3,1,2,0,-0.4431892495348621,-0.518236713808204
DistributedFileSystem.release,4,9,3,1,1,0,-0.674567443608481,-0.3166752879741388
DistributedFileSystem.moveFromLocalFile,2,3,3,1,2,0,-0.5466780045889265,-0.7168941308714909
DistributedFileSystem.copyFromLocalFile,9,2,3,1,2,0,-0.5575558278781774,-0.6794855841199645
DistributedFileSystem.copyToLocalFile,6,2,3,1,2,0,-0.556077016635891,-0.7013757984104086
DistributedFileSystem.startLocalOutput,0,0,3,1,2,0,-0.5679739215991507,-0.7724934668436501
DistributedFileSystem.completeLocalOutput,0,1,3,1,2,0,-0.5605466578752345,-0.7588248469174733
DistributedFileSystem.close,348,64,4,1,0,3,-0.5727626571029553,3.2461787071532697
DistributedFileSystem.toString,437,49,3,1,0,3,-0.7623857978233596,3.693170752140354
DistributedFileSystem.getClient,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
DistributedFileSystem.reportChecksumFailure,2,17,9,1,5,2,0.27776183719348124,-1.4520443129243528
DistributedFileSystem.getRawCapacity,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
DistributedFileSystem.getRawUsed,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
DistributedFileSystem.getUsed,1,4,8,2,0,0,-0.4912017063369321,-0.1289553417583569
DistributedFileSystem.getDataNodeStats,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
